year,state,00-04,05-09,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+
2011,Meghalaya,202144.08924192365,192822.24894668141,190609.7677493226,163221.11163555773,147931.64881703907,127953.29291800917,94817.85827175055,88091.02108639195,73181.0687861062,60891.205997704186,43462.921657414496,29822.360348318703,25577.552837995325,18530.04720098609,12685.023331267625,16092.603333766676
2011,Mizoram,60084.566834378755,58170.914934143024,57619.96821070984,54663.108219603455,56618.270436794926,51489.506250588754,44709.700354785455,35891.780005426546,28444.846485377897,26536.73699022955,22011.461007473765,15286.309436298738,12295.019896280723,8138.029274609786,5966.608691048538,8300.685558312216
2011,Nagaland,96135.93050604312,112154.74518889793,119003.82702983278,111239.4664091902,100683.84264551329,87598.57853952987,74026.73982934754,63715.0776404413,51911.38413568157,40021.320056347075,29922.518712293484,19756.843282028334,16963.044122003346,11526.285716229382,8405.898079434724,11389.27061051209
2011,Orissa,1780779.931740686,1990325.228379229,2153192.1482030116,1964636.4676984954,1929881.0213437998,1813785.7577530697,1571433.6945396569,1535052.2071519683,1320725.1008689187,1136207.6360834464,902912.7915692154,748708.1190293462,745236.3535764156,496296.48475464026,391605.0545222662,380063.0939558515
2011,Puduchery,46446.075799899285,48703.23763290601,52027.464448560015,50188.98674355316,57864.23493530988,63718.92553015672,58051.581535736594,55487.12462984105,45048.162896174115,39313.34803388057,30567.320001744683,25929.12206116446,23672.798447929403,16014.994539654022,12840.193326538654,15469.936809744042
2011,Punjab,986358.6658100965,1063679.856844488,1134157.5239274183,1252190.6790354426,1321322.4796826544,1204957.602367815,1041056.8426607824,984826.3782977203,888612.1576831044,779591.420889025,599758.1955090609,478205.1701322829,521664.76937940205,348959.6299577081,243397.9822233754,323495.4228128439
2011,Rajasthan,3457013.0475213537,3797534.9382248693,3985617.5182147822,3473884.059124722,3091016.201090811,2615064.3555543777,2363545.9487981177,2159010.217797342,1836470.4032174326,1560976.828049163,1191477.6008334255,975550.7652005206,897305.776145381,679078.0788086784,534705.7551502541,606902.1124174892
2011,Sikkim,20544.225374666446,27907.021373580465,32947.19945200064,33072.77823042711,32454.979283902754,30276.562776010473,23945.597379599385,20426.95597264614,16586.954220513213,13532.18904674564,10977.951919271953,7752.018109609587,6175.747766281604,4961.4113648992,3301.4733533025787,4103.737772168486
2011,Tamil Nadu,2568825.588473333,2701035.0576651003,2992779.399270965,3025270.86958548,3270586.116690115,3444528.4320472637,2929816.6923651253,3041621.8162368583,2543955.3438003664,2361686.974689196,1847089.7867311668,1578159.3954590745,1420129.5304627183,982815.4723045827,721861.1381443936,768846.1493898476
2011,Telangana,1268306.0362896968,1467187.6185055904,1661880.0097969167,1629207.5364902632,1709255.2365350819,1670280.3469608638,1377280.713080873,1386683.2333189046,1095791.1131675735,958704.7767513933,753677.0811858824,657193.2491391082,723036.7884570443,479236.52894272754,322679.6634723511,320707.331642155
2011,Tripura,158587.69568402608,164850.2731524755,173851.57093424347,177160.8217543433,191434.04646028948,170128.21090459876,138559.98147283564,137089.771811829,116244.60165404814,100016.31093858894,76800.92327414358,55773.931518562385,47949.81491356652,35756.760235219,26907.604724485132,38103.44489151728
2011,Uttar Pradesh,9786355.499376869,11909491.854524858,12357995.76181403,10971666.639781909,8309709.76044257,7219736.0811454505,6614779.798911587,6259597.2201513285,4917765.3171839835,4134158.465883149,3066209.6893423437,2889289.184532629,2786309.627358323,1913805.2779331997,1319774.400244734,1518647.1827313972
2011,Uttarakhand,436430.0367461045,498848.5279748885,543362.798473816,539777.6155101208,490547.76764157217,416818.5606049976,356130.5369607694,337685.67451642785,284310.4749518028,243839.75253040166,197270.6860473582,168702.8008916388,168087.4236442703,111423.17183493145,83392.3249262578,101912.54209937286
2011,West Bengal,3588213.6224775845,4016576.525737043,4479149.616258687,4389687.584795997,4371702.558043265,3970988.465388974,3393090.8432330717,3516024.735394822,2972159.2580922064,2553108.864152349,1968369.3142774324,1541095.7367318773,1353878.7743417732,1001341.1145522175,710847.3241461484,866945.4207838069
